WordPosition,Word,ListID,ParticipantID,ItemID,Sentence,RT,ConditionID
17,violent,1,1,Targ15,The isolated farmers learned which basic foods the scheme to prepare hurriedly and efficiently for the violent winter storm would require during the snowy season.,555,A
18,winter,1,1,Targ15,The isolated farmers learned which basic foods the scheme to prepare hurriedly and efficiently for the violent winter storm would require during the snowy season.,360,A
19,storm,1,1,Targ15,The isolated farmers learned which basic foods the scheme to prepare hurriedly and efficiently for the violent winter storm would require during the snowy season.,531,A
20,would,1,1,Targ15,The isolated farmers learned which basic foods the scheme to prepare hurriedly and efficiently for the violent winter storm would require during the snowy season.,694,A
21,require,1,1,Targ15,The isolated farmers learned which basic foods the scheme to prepare hurriedly and efficiently for the violent winter storm would require during the snowy season.,453,A
22,during,1,1,Targ15,The isolated farmers learned which basic foods the scheme to prepare hurriedly and efficiently for the violent winter storm would require during the snowy season.,728,A
23,the,1,1,Targ15,The isolated farmers learned which basic foods the scheme to prepare hurriedly and efficiently for the violent winter storm would require during the snowy season.,472,A
24,snowy,1,1,Targ15,The isolated farmers learned which basic foods the scheme to prepare hurriedly and efficiently for the violent winter storm would require during the snowy season.,478,A
25,season.,1,1,Targ15,The isolated farmers learned which basic foods the scheme to prepare hurriedly and efficiently for the violent winter storm would require during the snowy season.,514,A
1,The,1,1,Targ01,The chief executive learned which skilled carpenters the idea to expand tastefully and creatively upon the farmous architect's design would employ during the next few months.,365,B
2,chief,1,1,Targ01,The chief executive learned which skilled carpenters the idea to expand tastefully and creatively upon the farmous architect's design would employ during the next few months.,487,B
3,executive,1,1,Targ01,The chief executive learned which skilled carpenters the idea to expand tastefully and creatively upon the farmous architect's design would employ during the next few months.,427,B
4,learned,1,1,Targ01,The chief executive learned which skilled carpenters the idea to expand tastefully and creatively upon the farmous architect's design would employ during the next few months.,678,B
5,which,1,1,Targ01,The chief executive learned which skilled carpenters the idea to expand tastefully and creatively upon the farmous architect's design would employ during the next few months.,542,B
6,skilled,1,1,Targ01,The chief executive learned which skilled carpenters the idea to expand tastefully and creatively upon the farmous architect's design would employ during the next few months.,401,B
7,carpenters,1,1,Targ01,The chief executive learned which skilled carpenters the idea to expand tastefully and creatively upon the farmous architect's design would employ during the next few months.,649,B
8,the,1,1,Targ01,The chief executive learned which skilled carpenters the idea to expand tastefully and creatively upon the farmous architect's design would employ during the next few months.,741,B
9,idea,1,1,Targ01,The chief executive learned which skilled carpenters the idea to expand tastefully and creatively upon the farmous architect's design would employ during the next few months.,626,B
10,to,1,1,Targ01,The chief executive learned which skilled carpenters the idea to expand tastefully and creatively upon the farmous architect's design would employ during the next few months.,513,B
